1, 4.57102269887924194336e+02, 4.54512385606765747070e+02, 4.52651752233505249023e+02, 4.54450090646743774414e+02, 4.53321935415267944336e+02, 4.53219553947448730469e+02, 4.51171152591705322266e+02, 4.52119154691696166992e+02, 4.50790515184402465820e+02, 4.55965640544891357422e+02
2, 3.26678720712661743164e+02, 3.21932852983474731445e+02, 3.25761026620864868164e+02, 3.28182461023330688477e+02, 3.21875439643859863281e+02, 3.23791026830673217773e+02, 3.26561017513275146484e+02, 3.22710132837295532227e+02, 3.27712028980255126953e+02, 3.24304820299148559570e+02
3, 2.64259784460067749023e+02, 2.63400472164154052734e+02, 2.62480632781982421875e+02, 2.63381377220153808594e+02, 2.58828127622604370117e+02, 2.60126234769821166992e+02, 2.62369180440902709961e+02, 2.62775671005249023438e+02, 2.64350066184997558594e+02, 2.64247571229934692383e+02
4, 2.20548007965087890625e+02, 2.24165346860885620117e+02, 2.22829071760177612305e+02, 2.21411873817443847656e+02, 2.21265326738357543945e+02, 2.23002920866012573242e+02, 2.23152663707733154297e+02, 2.19519727945327758789e+02, 2.21550236701965332031e+02, 2.19765691280364990234e+02
5, 1.95070809364318847656e+02, 2.07763473987579345703e+02, 2.10571766614913940430e+02, 2.06783459663391113281e+02, 2.14162576675415039062e+02, 2.17711612939834594727e+02, 2.13019994020462036133e+02, 2.12671207666397094727e+02, 2.10750829696655273438e+02, 2.10489673137664794922e+02
6, 1.82203556299209594727e+02, 1.94190464258193969727e+02, 1.87274854183197021484e+02, 1.79714616537094116211e+02, 1.82313310384750366211e+02, 1.92961688756942749023e+02, 1.98747172832489013672e+02, 2.07337303161621093750e+02, 1.91281369447708129883e+02, 1.83276257514953613281e+02
7, 2.07371214628219604492e+02, 1.73990405797958374023e+02, 1.67267552614212036133e+02, 1.67137293577194213867e+02, 1.71771052122116088867e+02, 1.79503904342651367188e+02, 1.77436114549636840820e+02, 1.80093063592910766602e+02, 1.80014546155929565430e+02, 1.84139025449752807617e+02
8, 1.70817699432373046875e+02, 1.84956382989883422852e+02, 1.86466263294219970703e+02, 1.88520904064178466797e+02, 1.93036946535110473633e+02, 1.89398601293563842773e+02, 1.90317903518676757812e+02, 2.00527227640151977539e+02, 1.99383944034576416016e+02, 1.95644850730895996094e+02
9, 1.71676624536514282227e+02, 1.75190866947174072266e+02, 1.78604404449462890625e+02, 1.45811028242111206055e+02, 1.40621656894683837891e+02, 1.38981776952743530273e+02, 1.38632919073104858398e+02, 1.41991004467010498047e+02, 1.43985279560089111328e+02, 1.43341268777847290039e+02
10, 1.40075809717178344727e+02, 1.37358364582061767578e+02, 1.38997758626937866211e+02, 1.35789392232894897461e+02, 1.36728757858276367188e+02, 1.36471980094909667969e+02, 1.42796908140182495117e+02, 1.40359300851821899414e+02, 1.36919235467910766602e+02, 1.35396509170532226562e+02
11, 1.37666774749755859375e+02, 1.34296730756759643555e+02, 1.32950904369354248047e+02, 1.31197510480880737305e+02, 1.33280321359634399414e+02, 1.33517765760421752930e+02, 1.32307759761810302734e+02, 1.29719344377517700195e+02, 1.29522489070892333984e+02, 1.29098083019256591797e+02
12, 1.30411618709564208984e+02, 1.29358353376388549805e+02, 1.32288282155990600586e+02, 1.30998779058456420898e+02, 1.38725120544433593750e+02, 1.33148137807846069336e+02, 1.27742976665496826172e+02, 1.28645484209060668945e+02, 1.27723975419998168945e+02, 1.26367327690124511719e+02
13, 1.22064192295074462891e+02, 1.29132147789001464844e+02, 1.30581058740615844727e+02, 1.31098975896835327148e+02, 1.57356568098068237305e+02, 2.10194725751876831055e+02, 2.02390328168869018555e+02, 1.72314249038696289062e+02, 1.40805117845535278320e+02, 1.40883842229843139648e+02
14, 1.46476664781570434570e+02, 1.66012330293655395508e+02, 1.78338379144668579102e+02, 1.73437332153320312500e+02, 1.58549996376037597656e+02, 1.41222698688507080078e+02, 1.39222311496734619141e+02, 1.32916254281997680664e+02, 1.52815897941589355469e+02, 2.09769241333007812500e+02
15, 2.00164576530456542969e+02, 2.12100180387496948242e+02, 2.33227628469467163086e+02, 2.13214029312133789062e+02, 1.43304486513137817383e+02, 1.42744984626770019531e+02, 1.41549885988235473633e+02, 1.45968660831451416016e+02, 1.55494966268539428711e+02, 1.71102216243743896484e+02
16, 1.46640220403671264648e+02, 1.38095780134201049805e+02, 1.15105607509613037109e+02, 1.16701742172241210938e+02, 1.14220998048782348633e+02, 1.14637572765350341797e+02, 1.68082628250122070312e+02, 1.88571897983551025391e+02, 2.04281599044799804688e+02, 1.98971220731735229492e+02
