1, 8.72178077697753906250e-02, 1.00076913833618164062e-01, 1.60451173782348632812e-01, 1.11812353134155273438e-01, 1.53360366821289062500e-01, 1.12678766250610351562e-01, 1.43532276153564453125e-01, 1.06842994689941406250e-01, 1.51351213455200195312e-01, 1.12212657928466796875e-01
1, 1.28624861240386962891e+01, 1.34937629699707031250e+01, 1.27760002613067626953e+01, 1.28080546855926513672e+01, 1.31227457523345947266e+01, 1.36792192459106445312e+01, 1.32250907421112060547e+01, 1.29980776309967041016e+01, 1.27491533756256103516e+01, 1.33995437622070312500e+01
1, 7.50591371059417724609e+01, 7.54882581233978271484e+01, 7.49314343929290771484e+01, 7.50206713676452636719e+01, 7.49933080673217773438e+01, 7.53357870578765869141e+01, 7.51319320201873779297e+01, 7.50734441280364990234e+01, 7.61037402153015136719e+01, 7.51302134990692138672e+01
4, 1.36925697326660156250e-01, 7.67312049865722656250e-02, 1.07362747192382812500e-01, 7.49478340148925781250e-02, 1.04885339736938476562e-01, 7.86814689636230468750e-02, 1.05270862579345703125e-01, 7.53955841064453125000e-02, 1.10749244689941406250e-01, 7.81784057617187500000e-02
4, 1.31995131969451904297e+01, 1.31574544906616210938e+01, 1.30825994014739990234e+01, 1.29411442279815673828e+01, 1.30987617969512939453e+01, 1.31026935577392578125e+01, 1.32181904315948486328e+01, 1.29353818893432617188e+01, 1.31306185722351074219e+01, 1.29479649066925048828e+01
4, 3.56141865253448486328e+01, 3.55651054382324218750e+01, 3.57652714252471923828e+01, 3.60127346515655517578e+01, 3.57233273983001708984e+01, 3.55492355823516845703e+01, 3.55748450756072998047e+01, 3.54650206565856933594e+01, 3.52983806133270263672e+01, 3.54387416839599609375e+01
8, 1.05594635009765625000e-01, 7.66263008117675781250e-02, 1.11435651779174804688e-01, 7.67443180084228515625e-02, 1.13567590713500976562e-01, 7.84273147583007812500e-02, 1.10391855239868164062e-01, 7.67436027526855468750e-02, 1.10143899917602539062e-01, 7.32243061065673828125e-02
8, 1.30228004455566406250e+01, 1.31466319561004638672e+01, 1.30395700931549072266e+01, 1.30041806697845458984e+01, 1.30109484195709228516e+01, 1.30820963382720947266e+01, 1.35814299583435058594e+01, 1.30157241821289062500e+01, 1.37736759185791015625e+01, 1.29588234424591064453e+01
8, 2.52327027320861816406e+01, 2.47915921211242675781e+01, 2.55709733963012695312e+01, 2.43409376144409179688e+01, 2.56799440383911132812e+01, 2.54098794460296630859e+01, 2.50862762928009033203e+01, 2.60644288063049316406e+01, 2.56778802871704101562e+01, 2.51810951232910156250e+01
16, 9.71112251281738281250e-02, 7.59479999542236328125e-02, 1.04029178619384765625e-01, 7.34987258911132812500e-02, 1.05891227722167968750e-01, 7.52675533294677734375e-02, 1.05239391326904296875e-01, 7.55865573883056640625e-02, 1.04164123535156250000e-01, 7.46026039123535156250e-02
16, 1.31581072807312011719e+01, 1.30800368785858154297e+01, 1.35466456413269042969e+01, 1.32869422435760498047e+01, 1.32472102642059326172e+01, 1.32209434509277343750e+01, 1.36365370750427246094e+01, 1.32510530948638916016e+01, 1.32126865386962890625e+01, 1.35748932361602783203e+01
16, 2.18559017181396484375e+01, 2.19211311340332031250e+01, 2.11756236553192138672e+01, 2.17629661560058593750e+01, 2.17237558364868164062e+01, 2.20035624504089355469e+01, 2.16150770187377929688e+01, 2.14451549053192138672e+01, 2.14879190921783447266e+01, 2.15321073532104492188e+01
